3071119,1963,1096,,"US","OH",,2,,122,6,66,,1,,0,,,,,,,
3071181,1963,1096,,"US","OH",,2,,431,6,66,,0,,,,,,,,,
3071182,1963,1096,,"US","NY",,4,,431,6,66,,4,,0.375,,,,,,,
3071183,1963,1096,,"DE","",,3,,431,6,66,,0,,,,,,,,,
3071185,1963,1096,,"GB","",,3,,165,6,66,,1,,0,,,,,,,
3071186,1963,1096,,"US","CA",,2,,165,6,66,,1,,0,,,,,,,
3071187,1963,1096,,"US","IN",,2,,165,6,66,,4,,0.625,,,,,,,
3071356,1963,1096,,"US","IL",,2,,432,6,66,,3,,0.4444,,,,,,,
3071357,1963,1096,,"US","PA",,2,,432,6,66,,2,,0.5,,,,,,,
3071358,1963,1096,,"US","PA",,2,,432,6,66,,2,,0,,,,,,,
3071359,1963,1096,,"US","PA",,2,,432,6,66,,0,,,,,,,,,
3071838,1963,1103,,"GB","",,3,,432,6,66,,2,,0,,,,,,,
3071952,1963,1103,,"US","IL",,1,,431,6,66,,3,,0,,,,,,,
3072080,1963,1103,,"US","IL",,2,,110,6,66,,0,,,,,,,,,
3072109,1963,1103,,"US","NJ",,2,,122,6,66,,0,,,,,,,,,
3072117,1963,1103,,"US","OH",,2,,126,6,66,,1,,0,,,,,,,
3072176,1963,1103,,"US","IL",,2,,237,6,66,,7,,0.449,,,,,,,
3072177,1963,1103,,"US","IL",,1,,431,6,66,,0,,,,,,,,,
3072182,1963,1103,,"SE","",,3,,165,6,66,,2,,0.5,,,,,,,
3072183,1963,1103,,"FR","",,1,,165,6,66,,3,,0.4444,,,,,,,
3072339,1963,1103,,"GB","",,1,,237,6,66,,2,,0.5,,,,,,,
3072732,1963,1103,,"US","PA",,2,,373,6,66,,1,,0,,,,,,,
3072920,1963,1110,,"US","AZ",,1,,126,6,66,,47,,0.612,,,,,,,
3073263,1963,1110,,"US","CO",,1,,126,6,66,,7,,0.2449,,,,,,,
3073264,1963,1110,,"US","OH",,2,,110,6,66,,0,,,,,,,,,
3073296,1963,1110,,"US","CA",,2,,126,6,66,,7,,0.6122,,,,,,,
3073297,1963,1110,,"US","OH",,2,,126,6,66,,1,,0,,,,,,,
3073379,1963,1110,,"GB","",,3,,431,6,66,,5,,0.72,,,,,,,
3073384,1963,1110,,"US","NY",,2,,165,6,66,,0,,,,,,,,,
3073385,1963,1110,,"US","NY",,2,,165,6,66,,1,,0,,,,,,,
3073575,1963,1110,,"DE","",,3,,165,6,66,,10,,0.48,,,,,,,
3073583,1963,1110,,"US","PA",,2,,432,6,66,,2,,0,,,,,,,
3073652,1963,1110,,"US","PA",,2,,110,6,66,,7,,0.8163,,,,,,,
3074260,1963,1117,,"CH","",,3,,431,6,66,,1,,0,,,,,,,
3074360,1963,1117,,"US","SC",,1,,432,6,66,,0,,,,,,,,,
3074361,1963,1117,,"US","OH",,2,,431,6,66,,10,,0.48,,,,,,,
3074393,1963,1117,,"US","IL",,1,,126,6,66,,0,,,,,,,,,
3074394,1963,1117,,"US","WI",,1,,126,6,66,,4,,0.375,,,,,,,
3074469,1963,1117,,"US","CA",,2,,431,6,66,,6,,0.6667,,,,,,,
3074470,1963,1117,,"US","OH",,2,,431,6,66,,0,,,,,,,,,
3074471,1963,1117,,"CH","",,3,,431,6,66,,0,,,,,,,,,
3074478,1963,1117,,"DE","",,3,,165,6,66,,0,,,,,,,,,
3074479,1963,1117,,"CA","",,1,,165,6,66,,0,,,,,,,,,
3074480,1963,1117,,"US","OH",,2,,165,6,66,,6,,0,,,,,,,
3074645,1963,1117,,"US","IL",,2,,237,6,66,,1,,0,,,,,,,
3074646,1963,1117,,"US","IL",,2,,237,6,66,,0,,,,,,,,,
3074695,1963,1117,,"US","CT",,2,,165,6,66,,2,,0,,,,,,,
3074704,1963,1117,,"US","MD",,1,,432,6,66,,3,,0.6667,,,,,,,
3074706,1963,1117,,"AU","",,1,,432,6,66,,4,,0.375,,,,,,,
3075514,1963,1124,,"US","OH",,1,,126,6,66,,3,,0.4444,,,,,,,
3075577,1963,1124,,"FR","",,3,,431,6,66,,3,,0.6667,,,,,,,
3075580,1963,1124,,"US","IL",,2,,165,6,66,,10,,0.64,,,,,,,
3075756,1963,1124,,"US","WI",,2,,432,6,66,,2,,0.5,,,,,,,
3075757,1963,1124,,"US","NJ",,2,,432,6,66,,1,,0,,,,,,,
3076049,1963,1124,,"US","PA",,2,,373,6,66,,0,,,,,,,,,
3076050,1963,1124,,"US","NY",,2,,373,6,66,,0,,,,,,,,,
3076422,1963,1131,,"GB","",,1,,122,6,66,,1,,0,,,,,,,
3076443,1963,1131,,"GB","",,3,,122,6,66,,2,,0,,,,,,,
3076444,1963,1131,,"GB","",,2,,122,6,66,,2,,0.5,,,,,,,
3076445,1963,1131,,"US","IL",,2,,122,6,66,,3,,0,,,,,,,
3076449,1963,1131,,"DE","",,3,,126,6,66,,1,,0,,,,,,,
3076450,1963,1131,,"US","CA",,1,,126,6,66,,39,,0.146,,,,,,,
3076495,1963,1131,,"US","CA",,2,,431,6,66,,2,,0,,,,,,,
3076496,1963,1131,,"US","OH",,2,,431,6,66,,1,,0,,,,,,,
3076497,1963,1131,,"US","KS",,2,,431,6,66,,4,,0.75,,,,,,,
3076498,1963,1131,,"US","PA",,2,,431,6,66,,3,,0,,,,,,,
3076640,1963,1131,,"FR","",,1,,432,6,66,,1,,0,,,,,,,
3077190,1963,1138,,"US","CA",,1,,126,6,66,,20,,0.41,,,,,,,
3077226,1963,1138,,"US","OK",,2,,165,6,66,,3,,0,,,,,,,
3077343,1963,1138,,"US","PA",,2,,432,6,66,,2,,0,,,,,,,
3077825,1963,1145,,"US","WI",,2,,126,6,66,,4,,0,,,,,,,
3077842,1963,1145,,"US","OH",,1,,110,6,66,,0,,,,,,,,,
3077866,1963,1145,,"US","OH",,1,,122,6,66,,0,,,,,,,,,
3077920,1963,1145,,"US","WI",,2,,431,6,66,,2,,0,,,,,,,
3077922,1963,1145,,"US","MI",,2,,431,6,66,,5,,0,,,,,,,
3077926,1963,1145,,"DE","",,3,,165,6,66,,3,,0.6667,,,,,,,
3077927,1963,1145,,"US","MI",,2,,165,6,66,,11,,0.4298,,,,,,,
3077928,1963,1145,,"US","OH",,2,,165,6,66,,5,,0.56,,,,,,,
3078043,1963,1145,,"CH","",,1,,237,6,66,,2,,0,,,,,,,
3078044,1963,1145,,"CH","",,1,,237,6,66,,3,,0,,,,,,,
3078325,1963,1145,,"US","IL",,2,,373,6,66,,0,,,,,,,,,
3078326,1963,1145,,"US","CA",,2,,373,6,66,,0,,,,,,,,,
3078830,1963,1152,,"GB","",,3,,122,6,66,,2,,0.5,,,,,,,
3078836,1963,1152,,"US","PA",,2,,126,6,66,,1,,0,,,,,,,
3078837,1963,1152,,"US","IL",,2,,126,6,66,,0,,,,,,,,,
3078838,1963,1152,,"SE","",,3,,126,6,66,,1,,0,,,,,,,
3078839,1963,1152,,"CA","",,7,,126,6,66,,2,,0,,,,,,,
3078840,1963,1152,,"US","NE",,1,,126,6,66,,0,,,,,,,,,
3078914,1963,1152,,"US","PA",,2,,431,6,66,,3,,0.4444,,,,,,,
3078915,1963,1152,,"US","NY",,2,,431,6,66,,2,,0,,,,,,,
3078916,1963,1152,,"US","CA",,2,,431,6,66,,2,,0.5,,,,,,,
3078918,1963,1152,,"US","LA",,2,,165,6,66,,2,,0.5,,,,,,,
3078919,1963,1152,,"US","OH",,2,,165,6,66,,9,,0.1975,,,,,,,
3079087,1963,1152,,"US","NY",,2,,237,6,66,,4,,0.625,,,,,,,
3079132,1963,1152,,"US","CA",,2,,165,6,66,,3,,0.4444,,,,,,,
3079135,1963,1152,,"US","PA",,2,,432,6,66,,3,,0.4444,,,,,,,
3079242,1963,1152,,"US","OK",,1,,431,6,66,,11,,0.6446,,,,,,,
3079450,1963,1152,,"US","PA",,2,,373,6,66,,0,,,,,,,,,
3079451,1963,1152,,"US","CA",,2,,373,6,66,,0,,,,,,,,,
3079452,1963,1152,,"FR","",,3,,373,6,66,,4,,0.75,,,,,,,
3079781,1963,1159,,"US","NH",,4,,431,6,66,,3,,0,,,,,,,
3079878,1963,1159,,"US","OH",,1,,110,6,66,,1,,0,,,,,,,
3079909,1963,1159,,"US","MI",,1,,126,6,66,,2,,0.5,,,,,,,
3079910,1963,1159,,"US","PA",,2,,126,6,66,,8,,0.5313,,,,,,,
3079911,1963,1159,,"US","IL",,1,,126,6,66,,2,,0.5,,,,,,,
3079912,1963,1159,,"US","WI",,2,,126,6,66,,5,,0.72,,,,,,,
3079913,1963,1159,,"US","KS",,2,,126,6,66,,12,,0.5139,,,,,,,
3079980,1963,1159,,"US","IL",,2,,126,6,66,,7,,0.6122,,,,,,,
3079981,1963,1159,,"US","WI",,2,,431,6,66,,2,,0,,,,,,,
3079982,1963,1159,,"CA","",,2,,431,6,66,,2,,0.5,,,,,,,
3079983,1963,1159,,"DE","",,3,,431,6,66,,0,,,,,,,,,
3079984,1963,1159,,"US","MO",,2,,431,6,66,,2,,0,,,,,,,
3079991,1963,1159,,"US","NY",,2,,165,6,66,,1,,0,,,,,,,
3079992,1963,1159,,"US","OH",,2,,165,6,66,,8,,0,,,,,,,
3079993,1963,1159,,"US","CT",,2,,165,6,66,,3,,0.4444,,,,,,,
3079994,1963,1159,,"DE","",,3,,165,6,66,,3,,0,,,,,,,
3080119,1963,1159,,"US","RI",,2,,237,6,66,,9,,0.716,,,,,,,
3080150,1963,1159,,"US","OH",,1,,165,6,66,,2,,0.5,,,,,,,
3080156,1963,1159,,"CA","",,3,,432,6,66,,2,,0.5,,,,,,,
3080725,1963,1166,,"US","NY",,2,,165,6,66,,9,,0.7901,,,,,,,
3080855,1963,1166,,"US","MA",,2,,122,6,66,,3,,0,,,,,,,
3080861,1963,1166,,"US","NH",,1,,126,6,66,,4,,0.625,,,,,,,
3080862,1963,1166,,"CA","",,1,,126,6,66,,1,,0,,,,,,,
3080863,1963,1166,,"US","CA",,2,,126,6,66,,3,,0.4444,,,,,,,
3080912,1963,1166,,"US","VA",,2,,431,6,66,,1,,0,,,,,,,
3080914,1963,1166,,"US","NJ",,2,,165,6,66,,3,,0.6667,,,,,,,
3080915,1963,1166,,"US","CT",,1,,165,6,66,,0,,,,,,,,,
3080916,1963,1166,,"US","MI",,2,,165,6,66,,8,,0.2188,,,,,,,
3081073,1963,1166,,"US","PA",,2,,432,6,66,,0,,,,,,,,,
3081074,1963,1166,,"US","OH",,4,,432,6,66,,16,,0.6094,,,,,,,
3081610,1963,1173,,"FR","",,3,,431,6,66,,1,,0,,,,,,,
3081611,1963,1173,,"US","PA",,2,,431,6,66,,0,,,,,,,,,
3081612,1963,1173,,"US","NJ",,4,,431,6,66,,3,,0,,,,,,,
3081747,1963,1173,,"FR","",,3,,122,6,66,,0,,,,,,,,,
3081748,1963,1173,,"US","OH",,2,,122,6,66,,1,,0,,,,,,,
3081749,1963,1173,,"US","PA",,2,,122,6,66,,0,,,,,,,,,
3081750,1963,1173,,"CH","",,3,,122,6,66,,0,,,,,,,,,
3081751,1963,1173,,"US","NY",,2,,122,6,66,,0,,,,,,,,,
3081752,1963,1173,,"US","NY",,2,,122,6,66,,0,,,,,,,,,
3081763,1963,1173,,"US","KY",,2,,126,6,66,,2,,0,,,,,,,
3081764,1963,1173,,"US","CA",,1,,126,6,66,,0,,,,,,,,,
3081822,1963,1173,,"US","OH",,2,,165,6,66,,2,,0.5,,,,,,,
3081823,1963,1173,,"US","OK",,2,,165,6,66,,4,,0.625,,,,,,,
3081824,1963,1173,,"US","CA",,2,,165,6,66,,3,,0.6667,,,,,,,
3081825,1963,1173,,"JP","",,1,,165,6,66,,0,,,,,,,,,
3082680,1963,1180,,"US","NY",,2,,126,6,66,,4,,0.625,,,,,,,
3082714,1963,1180,,"US","IN",,2,,110,6,66,,0,,,,,,,,,
3082750,1963,1180,,"US","MA",,2,,122,6,66,,0,,,,,,,,,
3082757,1963,1180,,"US","PA",,1,,126,6,66,,5,,0.64,,,,,,,
3082758,1963,1180,,"US","MO",,1,,126,6,66,,4,,0,,,,,,,
3082759,1963,1180,,"US","NY",,1,,126,6,66,,3,,0.4444,,,,,,,
3082760,1963,1180,,"US","OK",,2,,126,6,66,,2,,0,,,,,,,
3082813,1963,1180,,"US","MN",,2,,431,6,66,,3,,0,,,,,,,
3082814,1963,1180,,"US","MN",,2,,431,6,66,,2,,0,,,,,,,
3082821,1963,1180,,"GB","",,7,,165,6,66,,1,,0,,,,,,,
3082955,1963,1180,,"US","IL",,2,,237,6,66,,1,,0,,,,,,,
3082995,1963,1180,,"US","IL",,2,,432,6,66,,2,,0,,,,,,,
3083555,1963,1187,,"AT","",,1,,431,6,66,,0,,,,,,,,,
3083703,1963,1187,,"US","IA",,1,,126,6,66,,0,,,,,,,,,
3083758,1963,1187,,"GB","",,3,,431,6,66,,2,,0,,,,,,,
